Station,Language,Date,Time,URL_audio,URL_text,audio_file,pdf_file,audio_dur
gangtok,lepcha,2025-06-15,1845,https://www.newsonair.gov.in/wp-content/uploads/2025/06/gang-lep-1845-2.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/gang-lep-1845-2.pdf,../data/raw/audio/lepcha_gangtok_2025-06-15_1845.mp3,../data/raw/text/lepcha_gangtok_2025-06-15_1845.pdf,3.39
gangtok,nepali,2025-06-15,1840,https://www.newsonair.gov.in/wp-content/uploads/2025/06/nepali-g.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/nepali-3.pdf,../data/raw/audio/nepali_gangtok_2025-06-15_1840.mp3,../data/raw/text/nepali_gangtok_2025-06-15_1840.pdf,4.18
gorakhpur,bhojpuri,2025-06-15,1800,https://www.newsonair.gov.in/wp-content/uploads/2025/06/bhoj-gorakh-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/bhoj-gorakh-6.pdf,../data/raw/audio/bhojpuri_gorakhpur_2025-06-15_1800.mp3,../data/raw/text/bhojpuri_gorakhpur_2025-06-15_1800.pdf,5.13
gorakhpur,hindi,2025-06-15,720,https://www.newsonair.gov.in/wp-content/uploads/2025/06/GORAKHPUR-1.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/GORAKHPUR-1.pdf,../data/raw/audio/hindi_gorakhpur_2025-06-15_720.mp3,../data/raw/text/hindi_gorakhpur_2025-06-15_720.pdf,9.14
guwahati,assamese,2025-06-15,755,https://www.newsonair.gov.in/wp-content/uploads/2025/06/asam-755-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/asam-755-6.pdf,../data/raw/audio/assamese_guwahati_2025-06-15_755.mp3,../data/raw/text/assamese_guwahati_2025-06-15_755.pdf,4.86
hyderabad,telugu,2025-06-15,1310,https://www.newsonair.gov.in/wp-content/uploads/2025/06/tel-1310-3.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/TEL1310.pdf,../data/raw/audio/telugu_hyderabad_2025-06-15_1310.mp3,../data/raw/text/telugu_hyderabad_2025-06-15_1310.pdf,8.96
hyderabad,urdu,2025-06-15,1750,https://www.newsonair.gov.in/wp-content/uploads/2025/06/h-urdu-4.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/hyd-urdu17500000.pdf,../data/raw/audio/urdu_hyderabad_2025-06-15_1750.mp3,../data/raw/text/urdu_hyderabad_2025-06-15_1750.pdf,9.31
imphal,manipuri,2025-06-15,730,https://www.newsonair.gov.in/wp-content/uploads/2025/06/manipuri.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/imphal-7.pdf,../data/raw/audio/manipuri_imphal_2025-06-15_730.mp3,../data/raw/text/manipuri_imphal_2025-06-15_730.pdf,9.58
itanagar,english,2025-06-15,1950,https://www.newsonair.gov.in/wp-content/uploads/2025/06/ita-eng-1950.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/ita-eng-1950.pdf,../data/raw/audio/english_itanagar_2025-06-15_1950.mp3,../data/raw/text/english_itanagar_2025-06-15_1950.pdf,5.08
itanagar,hindi,2025-06-15,1945,https://www.newsonair.gov.in/wp-content/uploads/2025/06/ita-hindi-1945.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/ita-hindi-1945.pdf,../data/raw/audio/hindi_itanagar_2025-06-15_1945.mp3,../data/raw/text/hindi_itanagar_2025-06-15_1945.pdf,5.32
jaipur,hindi,2025-06-15,900,https://www.newsonair.gov.in/wp-content/uploads/2025/06/jaipur-4.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/jaipur-8.pdf,../data/raw/audio/hindi_jaipur_2025-06-15_900.mp3,../data/raw/text/hindi_jaipur_2025-06-15_900.pdf,10.0
jaipur,rajasthani,2025-06-15,1845,https://www.newsonair.gov.in/wp-content/uploads/2025/06/jai-raj-1845.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/jai-raj-1845.pdf,../data/raw/audio/rajasthani_jaipur_2025-06-15_1845.mp3,../data/raw/text/rajasthani_jaipur_2025-06-15_1845.pdf,12.55
jalandhar,punjabi,2025-06-15,1310,https://www.newsonair.gov.in/wp-content/uploads/2025/06/JALA1310.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/PUNJABI1310.pdf,../data/raw/audio/punjabi_jalandhar_2025-06-15_1310.mp3,../data/raw/text/punjabi_jalandhar_2025-06-15_1310.pdf,5.08
jammu,dogri,2025-06-15,920,https://www.newsonair.gov.in/wp-content/uploads/2025/06/jamu-920-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/dogrio-920.pdf,../data/raw/audio/dogri_jammu_2025-06-15_920.mp3,../data/raw/text/dogri_jammu_2025-06-15_920.pdf,10.59
jammu,gojri,2025-06-15,1015,https://www.newsonair.gov.in/wp-content/uploads/2025/06/goj-1015-4.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/goj-1015-4.pdf,../data/raw/audio/gojri_jammu_2025-06-15_1015.mp3,../data/raw/text/gojri_jammu_2025-06-15_1015.pdf,5.04
kohima,english,2025-06-15,730,https://www.newsonair.gov.in/wp-content/uploads/2025/06/RNU-Kohima-Bulletin-Morning-Audio-English-News-0730-1.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/kohima-eng.pdf,../data/raw/audio/english_kohima_2025-06-15_730.mp3,../data/raw/text/english_kohima_2025-06-15_730.pdf,5.02
kolkata,bengali,2025-06-15,735,https://www.newsonair.gov.in/wp-content/uploads/2025/06/bngli-735.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/bngali-735-4.pdf,../data/raw/audio/bengali_kolkata_2025-06-15_735.mp3,../data/raw/text/bengali_kolkata_2025-06-15_735.pdf,10.28
kurseong,nepali,2025-06-15,725,https://www.newsonair.gov.in/wp-content/uploads/2025/06/nepali-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/kursung-nepali.pdf,../data/raw/audio/nepali_kurseong_2025-06-15_725.mp3,../data/raw/text/nepali_kurseong_2025-06-15_725.pdf,9.78
lucknow,hindi,2025-06-15,1920,https://www.newsonair.gov.in/wp-content/uploads/2025/06/luck-19520.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/luck-19520.pdf,../data/raw/audio/hindi_lucknow_2025-06-15_1920.mp3,../data/raw/text/hindi_lucknow_2025-06-15_1920.pdf,10.89
mumbai,marathi,2025-06-15,1500,https://www.newsonair.gov.in/wp-content/uploads/2025/06/mummmm1500-2.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/mumn1500.pdf,../data/raw/audio/marathi_mumbai_2025-06-15_1500.mp3,../data/raw/text/marathi_mumbai_2025-06-15_1500.pdf,9.68
nagpur,marathi,2025-06-15,1800,https://www.newsonair.gov.in/wp-content/uploads/2025/06/MARA1800.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/NAGPUR.pdf,../data/raw/audio/marathi_nagpur_2025-06-15_1800.mp3,../data/raw/text/marathi_nagpur_2025-06-15_1800.pdf,9.8
panaji,konkani,2025-06-15,725,https://www.newsonair.gov.in/wp-content/uploads/2025/06/panaj-reg.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/panaji-reg.pdf,../data/raw/audio/konkani_panaji_2025-06-15_725.mp3,../data/raw/text/konkani_panaji_2025-06-15_725.pdf,5.13
patna,hindi,2025-06-15,848,https://www.newsonair.gov.in/wp-content/uploads/2025/06/ptna-848-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/ptna-848-8.pdf,../data/raw/audio/hindi_patna_2025-06-15_848.mp3,../data/raw/text/hindi_patna_2025-06-15_848.pdf,13.08
patna,maithili,2025-06-15,1825,https://www.newsonair.gov.in/wp-content/uploads/2025/06/mithili.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/maithili-p-1.pdf,../data/raw/audio/maithili_patna_2025-06-15_1825.mp3,../data/raw/text/maithili_patna_2025-06-15_1825.pdf,5.16
pudducherry,tamil,2025-06-15,1810,https://www.newsonair.gov.in/wp-content/uploads/2025/06/pudu-1810.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/pudu-1810.pdf,../data/raw/audio/tamil_pudducherry_2025-06-15_1810.mp3,../data/raw/text/tamil_pudducherry_2025-06-15_1810.pdf,9.41
pune,marathi,2025-06-15,710,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Pune-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Pune-6.pdf,../data/raw/audio/marathi_pune_2025-06-15_710.mp3,../data/raw/text/marathi_pune_2025-06-15_710.pdf,9.76
raipur,chhattisgarh,2025-06-15,1810,https://www.newsonair.gov.in/wp-content/uploads/2025/06/raipur-1810-2.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/raipur-1810-3.pdf,../data/raw/audio/chhattisgarh_raipur_2025-06-15_1810.mp3,../data/raw/text/chhattisgarh_raipur_2025-06-15_1810.pdf,9.39
raipur,hindi,2025-06-15,1845,https://www.newsonair.gov.in/wp-content/uploads/2025/06/raipur-h-1.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/raipur-hindi-5.pdf,../data/raw/audio/hindi_raipur_2025-06-15_1845.mp3,../data/raw/text/hindi_raipur_2025-06-15_1845.pdf,11.39
ranchi,hindi,2025-06-15,830,https://www.newsonair.gov.in/wp-content/uploads/2025/06/rac-830-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/rac-830-4.pdf,../data/raw/audio/hindi_ranchi_2025-06-15_830.mp3,../data/raw/text/hindi_ranchi_2025-06-15_830.pdf,10.34
sambalpur,sambalpuri,2025-06-15,647,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Sambalpur-3.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/Sambalpur-3.pdf,../data/raw/audio/sambalpuri_sambalpur_2025-06-15_647.mp3,../data/raw/text/sambalpuri_sambalpur_2025-06-15_647.pdf,5.14
shillong,english,2025-06-15,830,https://www.newsonair.gov.in/wp-content/uploads/2025/06/ne.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/shilong-englaih.pdf,../data/raw/audio/english_shillong_2025-06-15_830.mp3,../data/raw/text/english_shillong_2025-06-15_830.pdf,4.65
shimla,hindi,2025-06-15,920,https://www.newsonair.gov.in/wp-content/uploads/2025/06/shimla-920-4.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/shimla-920-6.pdf,../data/raw/audio/hindi_shimla_2025-06-15_920.mp3,../data/raw/text/hindi_shimla_2025-06-15_920.pdf,5.15
silchar,bengali,2025-06-15,1945,https://www.newsonair.gov.in/wp-content/uploads/2025/06/silchr.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/sil-8.pdf,../data/raw/audio/bengali_silchar_2025-06-15_1945.mp3,../data/raw/text/bengali_silchar_2025-06-15_1945.pdf,10.59
srinagar,urdu,2025-06-15,925,https://www.newsonair.gov.in/wp-content/uploads/2025/06/urdu-925-1.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/urdu-925.pdf,../data/raw/audio/urdu_srinagar_2025-06-15_925.mp3,../data/raw/text/urdu_srinagar_2025-06-15_925.pdf,5.22
thiruvananthapuram,malayalam,2025-06-15,1230,https://www.newsonair.gov.in/wp-content/uploads/2025/06/tpuram-1230-9.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/tpuram-1230-7.pdf,../data/raw/audio/malayalam_thiruvananthapuram_2025-06-15_1230.mp3,../data/raw/text/malayalam_thiruvananthapuram_2025-06-15_1230.pdf,10.09
tiruchirapalli,tamil,2025-06-15,1345,https://www.newsonair.gov.in/wp-content/uploads/2025/06/trichhy-3.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/trichhy-3.pdf,../data/raw/audio/tamil_tiruchirapalli_2025-06-15_1345.mp3,../data/raw/text/tamil_tiruchirapalli_2025-06-15_1345.pdf,9.8
vijayawada,telugu,2025-06-15,645,https://www.newsonair.gov.in/wp-content/uploads/2025/06/vij-645-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/vij-645-7.pdf,../data/raw/audio/telugu_vijayawada_2025-06-15_645.mp3,../data/raw/text/telugu_vijayawada_2025-06-15_645.pdf,9.49
visakhapatnam,telugu,2025-06-15,1810,https://www.newsonair.gov.in/wp-content/uploads/2025/06/VISHAKHA1810.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/06/VISHAKHA18100.pdf,../data/raw/audio/telugu_visakhapatnam_2025-06-15_1810.mp3,../data/raw/text/telugu_visakhapatnam_2025-06-15_1810.pdf,8.95
agartala,bengali,2025-07-24,735,https://www.newsonair.gov.in/wp-content/uploads/2025/07/agartalaben-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/agartala-6.pdf,../data/raw/audio/bengali_agartala_2025-07-24_735.mp3,../data/raw/text/bengali_agartala_2025-07-24_735.pdf,5.08
ahmedabad,gujarati,2025-07-24,710,https://www.newsonair.gov.in/wp-content/uploads/2025/07/ahe-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/ahe710.pdf,../data/raw/audio/gujarati_ahmedabad_2025-07-24_710.mp3,../data/raw/text/gujarati_ahmedabad_2025-07-24_710.pdf,9.65
aizawl,mizo,2025-07-24,730,https://www.newsonair.gov.in/wp-content/uploads/2025/07/azwl-730-11.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/azwl-730-10.pdf,../data/raw/audio/mizo_aizawl_2025-07-24_730.mp3,../data/raw/text/mizo_aizawl_2025-07-24_730.pdf,10.52
bengaluru,kannada,2025-07-24,1430,https://www.newsonair.gov.in/wp-content/uploads/2025/07/Bang1430-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/Bang1430-3.pdf,../data/raw/audio/kannada_bengaluru_2025-07-24_1430.mp3,../data/raw/text/kannada_bengaluru_2025-07-24_1430.pdf,9.9
bhopal,hindi,2025-07-24,710,https://www.newsonair.gov.in/wp-content/uploads/2025/07/bhopl-710.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/bho-10.pdf,../data/raw/audio/hindi_bhopal_2025-07-24_710.mp3,../data/raw/text/hindi_bhopal_2025-07-24_710.pdf,9.07
bhuj,gujarati,2025-07-24,650,https://www.newsonair.gov.in/wp-content/uploads/2025/07/bhuj-650-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/bhuj-650-8.pdf,../data/raw/audio/gujarati_bhuj_2025-07-24_650.mp3,../data/raw/text/gujarati_bhuj_2025-07-24_650.pdf,5.17
calicut,malayalam,2025-07-24,645,https://www.newsonair.gov.in/wp-content/uploads/2025/07/calicuit.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/calicut-6.pdf,../data/raw/audio/malayalam_calicut_2025-07-24_645.mp3,../data/raw/text/malayalam_calicut_2025-07-24_645.pdf,9.89
chandigarh,hindi,2025-07-24,1305,https://www.newsonair.gov.in/wp-content/uploads/2025/07/chan.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/chandi-3.pdf,../data/raw/audio/hindi_chandigarh_2025-07-24_1305.mp3,../data/raw/text/hindi_chandigarh_2025-07-24_1305.pdf,4.73
chennai,tamil,2025-07-24,645,https://www.newsonair.gov.in/wp-content/uploads/2025/07/chennai-12.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/chennai-0645-3.pdf,../data/raw/audio/tamil_chennai_2025-07-24_645.mp3,../data/raw/text/tamil_chennai_2025-07-24_645.pdf,10.01
csnagar,marathi,2025-07-24,710,https://www.newsonair.gov.in/wp-content/uploads/2025/07/mm-aa-710-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/mm-aa-710-7.pdf,../data/raw/audio/marathi_csnagar_2025-07-24_710.mp3,../data/raw/text/marathi_csnagar_2025-07-24_710.pdf,10.04
csnagar,urdu,2025-07-24,900,https://www.newsonair.gov.in/wp-content/uploads/2025/07/cs-nagar-0900-3.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/cs-nagar-0900-3.pdf,../data/raw/audio/urdu_csnagar_2025-07-24_900.mp3,../data/raw/text/urdu_csnagar_2025-07-24_900.pdf,9.93
cuttack,odia,2025-07-24,705,https://www.newsonair.gov.in/wp-content/uploads/2025/07/odia-0705-10.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/odia-0705-9.pdf,../data/raw/audio/odia_cuttack_2025-07-24_705.mp3,../data/raw/text/odia_cuttack_2025-07-24_705.pdf,5.17
dehradun,hindi,2025-07-24,720,https://www.newsonair.gov.in/wp-content/uploads/2025/07/dehra-0720-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/dehra-0720-5.pdf,../data/raw/audio/hindi_dehradun_2025-07-24_720.mp3,../data/raw/text/hindi_dehradun_2025-07-24_720.pdf,10.77
dharwad,kannada,2025-07-24,705,https://www.newsonair.gov.in/wp-content/uploads/2025/07/kan-0705-9.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/kan-0705-7.pdf,../data/raw/audio/kannada_dharwad_2025-07-24_705.mp3,../data/raw/text/kannada_dharwad_2025-07-24_705.pdf,10.17
dibrugarh,assamese,2025-07-24,1800,https://www.newsonair.gov.in/wp-content/uploads/2025/07/digr-uad-1800.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/Assamese-8.pdf,../data/raw/audio/assamese_dibrugarh_2025-07-24_1800.mp3,../data/raw/text/assamese_dibrugarh_2025-07-24_1800.pdf,4.69
gangtok,bhutia,2025-07-24,1850,https://www.newsonair.gov.in/wp-content/uploads/2025/07/Bhutia1850-2.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/Bhutia1850-2.pdf,../data/raw/audio/bhutia_gangtok_2025-07-24_1850.mp3,../data/raw/text/bhutia_gangtok_2025-07-24_1850.pdf,5.03
gangtok,lepcha,2025-07-24,1845,https://www.newsonair.gov.in/wp-content/uploads/2025/07/lepcha-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/lepcha-9.pdf,../data/raw/audio/lepcha_gangtok_2025-07-24_1845.mp3,../data/raw/text/lepcha_gangtok_2025-07-24_1845.pdf,4.67
gangtok,nepali,2025-07-24,1840,https://www.newsonair.gov.in/wp-content/uploads/2025/07/Nepali1840-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/11-1.pdf,../data/raw/audio/nepali_gangtok_2025-07-24_1840.mp3,../data/raw/text/nepali_gangtok_2025-07-24_1840.pdf,4.7
gorakhpur,bhojpuri,2025-07-24,1800,https://www.newsonair.gov.in/wp-content/uploads/2025/07/bhoj-gorakh-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/bhoj-gorakh-5.pdf,../data/raw/audio/bhojpuri_gorakhpur_2025-07-24_1800.mp3,../data/raw/text/bhojpuri_gorakhpur_2025-07-24_1800.pdf,5.12
gorakhpur,hindi,2025-07-24,720,https://www.newsonair.gov.in/wp-content/uploads/2025/07/gorakh-pur-0720.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/gorakh-pur-0720.pdf,../data/raw/audio/hindi_gorakhpur_2025-07-24_720.mp3,../data/raw/text/hindi_gorakhpur_2025-07-24_720.pdf,10.59
guwahati,assamese,2025-07-24,755,https://www.newsonair.gov.in/wp-content/uploads/2025/07/asam-755-11.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/asam-755-11.pdf,../data/raw/audio/assamese_guwahati_2025-07-24_755.mp3,../data/raw/text/assamese_guwahati_2025-07-24_755.pdf,4.79
hyderabad,telugu,2025-07-24,1310,https://www.newsonair.gov.in/wp-content/uploads/2025/07/tel-1310-8.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/hyd-1310-3.pdf,../data/raw/audio/telugu_hyderabad_2025-07-24_1310.mp3,../data/raw/text/telugu_hyderabad_2025-07-24_1310.pdf,9.82
hyderabad,urdu,2025-07-24,1750,https://www.newsonair.gov.in/wp-content/uploads/2025/07/Urdu1750-2.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/hyd1750-urdu.pdf,../data/raw/audio/urdu_hyderabad_2025-07-24_1750.mp3,../data/raw/text/urdu_hyderabad_2025-07-24_1750.pdf,9.31
imphal,manipuri,2025-07-24,730,https://www.newsonair.gov.in/wp-content/uploads/2025/07/imp-4.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/imphal-6.pdf,../data/raw/audio/manipuri_imphal_2025-07-24_730.mp3,../data/raw/text/manipuri_imphal_2025-07-24_730.pdf,8.96
itanagar,english,2025-07-24,1950,https://www.newsonair.gov.in/wp-content/uploads/2025/07/ita-en-uad-1950.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/ita-en-text-950.pdf,../data/raw/audio/english_itanagar_2025-07-24_1950.mp3,../data/raw/text/english_itanagar_2025-07-24_1950.pdf,4.94
itanagar,hindi,2025-07-24,1945,https://www.newsonair.gov.in/wp-content/uploads/2025/07/ita-hin-aid-194115.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/ita-hin-text-22.pdf,../data/raw/audio/hindi_itanagar_2025-07-24_1945.mp3,../data/raw/text/hindi_itanagar_2025-07-24_1945.pdf,5.0
jaipur,hindi,2025-07-24,900,https://www.newsonair.gov.in/wp-content/uploads/2025/07/jai-2.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/jaif.pdf,../data/raw/audio/hindi_jaipur_2025-07-24_900.mp3,../data/raw/text/hindi_jaipur_2025-07-24_900.pdf,10.0
jaipur,rajasthani,2025-07-24,1845,https://www.newsonair.gov.in/wp-content/uploads/2025/07/revise33-.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/rajes-tex22.pdf,../data/raw/audio/rajasthani_jaipur_2025-07-24_1845.mp3,../data/raw/text/rajasthani_jaipur_2025-07-24_1845.pdf,12.14
jalandhar,punjabi,2025-07-24,1310,https://www.newsonair.gov.in/wp-content/uploads/2025/07/jalan-1310-4.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/jalan-1310-3.pdf,../data/raw/audio/punjabi_jalandhar_2025-07-24_1310.mp3,../data/raw/text/punjabi_jalandhar_2025-07-24_1310.pdf,5.03
jammu,dogri,2025-07-24,920,https://www.newsonair.gov.in/wp-content/uploads/2025/07/jamu-920-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/jamu-920-12.pdf,../data/raw/audio/dogri_jammu_2025-07-24_920.mp3,../data/raw/text/dogri_jammu_2025-07-24_920.pdf,10.21
jammu,gojri,2025-07-24,1015,https://www.newsonair.gov.in/wp-content/uploads/2025/07/goj-1015-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/goj-1015-8.pdf,../data/raw/audio/gojri_jammu_2025-07-24_1015.mp3,../data/raw/text/gojri_jammu_2025-07-24_1015.pdf,5.3
kohima,english,2025-07-24,730,https://www.newsonair.gov.in/wp-content/uploads/2025/07/kohi-eng-0730-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/kohima-18.pdf,../data/raw/audio/english_kohima_2025-07-24_730.mp3,../data/raw/text/english_kohima_2025-07-24_730.pdf,4.82
kolkata,bengali,2025-07-24,735,https://www.newsonair.gov.in/wp-content/uploads/2025/07/bngali-735-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/bngali-735-8.pdf,../data/raw/audio/bengali_kolkata_2025-07-24_735.mp3,../data/raw/text/bengali_kolkata_2025-07-24_735.pdf,9.99
kurseong,nepali,2025-07-24,725,https://www.newsonair.gov.in/wp-content/uploads/2025/07/kurseong-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/kur-10.pdf,../data/raw/audio/nepali_kurseong_2025-07-24_725.mp3,../data/raw/text/nepali_kurseong_2025-07-24_725.pdf,10.43
lucknow,hindi,2025-07-24,1930,https://www.newsonair.gov.in/wp-content/uploads/2025/07/luck-hin-aud-10930.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/luck-hin-text-1920-1.pdf,../data/raw/audio/hindi_lucknow_2025-07-24_1930.mp3,../data/raw/text/hindi_lucknow_2025-07-24_1930.pdf,9.6
mumbai,marathi,2025-07-24,1500,https://www.newsonair.gov.in/wp-content/uploads/2025/07/mum1500-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/1500mum.pdf,../data/raw/audio/marathi_mumbai_2025-07-24_1500.mp3,../data/raw/text/marathi_mumbai_2025-07-24_1500.pdf,9.64
nagpur,marathi,2025-07-24,1800,https://www.newsonair.gov.in/wp-content/uploads/2025/07/marathi-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/nagpur-9.pdf,../data/raw/audio/marathi_nagpur_2025-07-24_1800.mp3,../data/raw/text/marathi_nagpur_2025-07-24_1800.pdf,10.23
panaji,konkani,2025-07-24,725,https://www.newsonair.gov.in/wp-content/uploads/2025/07/panaji-7.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/panajif-7.pdf,../data/raw/audio/konkani_panaji_2025-07-24_725.mp3,../data/raw/text/konkani_panaji_2025-07-24_725.pdf,5.29
patna,hindi,2025-07-24,848,https://www.newsonair.gov.in/wp-content/uploads/2025/07/ptna-848-6.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/ptna-848-6.pdf,../data/raw/audio/hindi_patna_2025-07-24_848.mp3,../data/raw/text/hindi_patna_2025-07-24_848.pdf,13.48
patna,maithili,2025-07-24,1825,https://www.newsonair.gov.in/wp-content/uploads/2025/07/MAITHILI1825-1.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/Maithili-1825-4.pdf,../data/raw/audio/maithili_patna_2025-07-24_1825.mp3,../data/raw/text/maithili_patna_2025-07-24_1825.pdf,5.22
pudducherry,tamil,2025-07-24,1810,https://www.newsonair.gov.in/wp-content/uploads/2025/07/pdu-uayd-1810.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/pudu-text-181.pdf,../data/raw/audio/tamil_pudducherry_2025-07-24_1810.mp3,../data/raw/text/tamil_pudducherry_2025-07-24_1810.pdf,9.97
pune,marathi,2025-07-24,710,https://www.newsonair.gov.in/wp-content/uploads/2025/07/pune-0710-3.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/pune-0710-3.pdf,../data/raw/audio/marathi_pune_2025-07-24_710.mp3,../data/raw/text/marathi_pune_2025-07-24_710.pdf,10.4
raipur,chhattisgarh,2025-07-24,1810,https://www.newsonair.gov.in/wp-content/uploads/2025/07/Raipur1810-4.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/Raipur1810-5.pdf,../data/raw/audio/chhattisgarh_raipur_2025-07-24_1810.mp3,../data/raw/text/chhattisgarh_raipur_2025-07-24_1810.pdf,9.42
raipur,hindi,2025-07-24,1910,https://www.newsonair.gov.in/wp-content/uploads/2025/07/Raipur1910-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/Raipur1910-5.pdf,../data/raw/audio/hindi_raipur_2025-07-24_1910.mp3,../data/raw/text/hindi_raipur_2025-07-24_1910.pdf,10.67
ranchi,hindi,2025-07-24,830,https://www.newsonair.gov.in/wp-content/uploads/2025/07/ranc.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/rac-830-5.pdf,../data/raw/audio/hindi_ranchi_2025-07-24_830.mp3,../data/raw/text/hindi_ranchi_2025-07-24_830.pdf,10.12
sambalpur,sambalpuri,2025-07-24,647,https://www.newsonair.gov.in/wp-content/uploads/2025/07/sambal-0647-5.mp3,https://www.newsonair.gov.in/wp-content/uploads/2025/07/sambal-0647-5.pdf,../data/raw/audio/sambalpuri_sambalpur_2025-07-24_647.mp3,../data/raw/text/sambalpuri_sambalpur_2025-07-24_647.pdf,4.99
